id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
766700,★ Little Italy Historic Suites | Walk to Sites H4,3637081,,,North End,42.3657,-71.05618,Entire home/apt,100,1,483,2019-12-01,5.03,9,131
798957,"★Discounted★ NearHospitals★2floors★ 2 Baths,2beds",1651480,Edward,,South End,42.34232,-71.07594,Entire home/apt,368,28,418,2020-08-01,4.31,4,0
801680,*$89 Special!  BOSTONS BEST!!* Minutes to Center*,8229,Terry,,Roxbury,42.32795,-71.09412,Entire home/apt,155,29,57,2020-03-30,0.56,4,122
801722,$79 Special!!  Minutes to Center!  Private Space,8229,Terry,,Roxbury,42.32792,-71.09392,Entire home/apt,149,29,54,2019-10-17,0.53,4,1
815639,Little Italy Historic Suite-Old North Church H1,3637081,,,North End,42.36695,-71.05601,Entire home/apt,93,1,556,2021-04-20,5.80,9,120
820073,"Modern Loft, 1700 SqFt. Location!",1911807,Kelly & Chris,,Downtown,42.3558,-71.06104,Entire home/apt,365,7,78,2020-03-03,0.80,2,79
826706,Private Room in Spacious Apartment3,1997048,ToRena,,Dorchester,42.29962,-71.08212,Private room,79,91,7,2015-09-29,0.07,4,364
839265,Private Room in Spacious Apartment2,1997048,ToRena,,Dorchester,42.29961,-71.07781,Private room,61,91,26,2019-09-30,0.26,4,363
863788,"Roof deck-city views. Walk everywhere! 2BR, 2 bath",775932,Andy & Daljit,,South End,42.3451,-71.0715,Entire home/apt,425,3,8,2020-01-01,0.08,1,9
891661,GORGEOUS WATER FRT NORTH END STUDIO,4737456,Paolo,,North End,42.3665,-71.05296,Entire home/apt,125,2,432,2021-04-01,4.38,1,200
894539,Private room in house,4762495,Jennifer,,Roslindale,42.29017,-71.13169,Private room,90,30,59,2020-01-31,0.64,2,323
916123,Little Italy Historic Suites- Freedom Trail H3,3637081,,,North End,42.36541,-71.05404,Entire home/apt,126,1,559,2021-04-20,5.74,9,127
962610,Convenient Boston Hotel Alternative,4434391,Damon,,West Roxbury,42.29175,-71.14096,Entire home/apt,95,4,96,2020-12-25,1.02,1,0
973695,"Boston Center, Sleeps 1 to 4 people",1760577,Claire,,Downtown,42.35888,-71.06032,Entire home/apt,257,91,60,2019-11-03,0.65,1,365
989163,The Upton - Scenic & Peaceful in the South End,5430185,Laura And Olivia,,South End,42.34308,-71.07316,Entire home/apt,175,2,56,2021-03-26,0.60,7,156
990668,✔Arlington✔Skydeck ✔Walk Score 95✔Full Kitchen,1651480,Edward,,South End,42.34232,-71.07595,Private room,169,29,293,2020-03-17,3.05,4,16
1030500,"Cozy apartment, free parking, quiet neighborhood",5670669,,,Jamaica Plain,42.29235,-71.11652,Entire home/apt,107,29,21,2020-05-31,0.22,1,84
1038465,HANCOCK TOWER/COPLEY ROOM,85770,Robert,,South End,42.34575,-71.07285,Private room,134,29,257,2020-01-03,2.63,4,90
1042420,"Easy access to Airport, Downtown, Seaport. Fenway",5715872,Charlotte,,East Boston,42.38497,-71.01827,Entire home/apt,174,2,87,2018-11-16,0.91,1,364
1055627,Spacious 1 bdrm in Beacon Hill,4299002,Lauren,,Downtown,42.36194,-71.06256,Entire home/apt,160,91,8,2018-09-09,0.08,2,0
1071235,Cozy JP Studio-Great Location!,965697,Chris & Kristina,,Jamaica Plain,42.31653,-71.11049,Entire home/apt,94,2,327,2020-03-17,3.38,2,0
1077105,"Studio Apt. for Rent in South End,",5927277,J,,South End,42.34022,-71.075,Entire home/apt,176,91,0,,,1,0
1090545,ExclusiveBackBayBostonCtr-Pvt Bath&Rm-Comfy Bed,1984434,Irene,,Back Bay,42.34475,-71.08204,Private room,105,29,117,2019-12-06,1.22,2,354
1092093,Duplex Penthouse in Longwood Area,26988,Anne,,Mission Hill,42.33287,-71.10191,Entire home/apt,85,91,32,2019-05-18,0.33,5,269
1109224,4 bedroom Victorian Condo unit,1531239,Lita,,Jamaica Plain,42.32031,-71.1129,Entire home/apt,448,2,76,2020-10-12,0.82,1,303
1128894,Victorian charm in the city,6103425,Steve,,Dorchester,42.30347,-71.06409,Private room,38,91,194,2019-10-08,2.10,1,365
1161210,Cozy rooms with parking and Wi-Fi 波士顿近郊舒适的睡房附带免费。。,3887707,Emily,,West Roxbury,42.27171,-71.16688,Private room,80,29,209,2019-08-16,2.18,1,295
1167987,Long-term Rental: Single Room/Sh Bath/No Cooking,7969,Carolyn,,Roslindale,42.2941,-71.13141,Private room,26,91,8,2019-04-13,0.09,2,365
1187188,Entire loft in Boston,2238969,Kenji,,Jamaica Plain,42.30832,-71.10825,Entire home/apt,136,91,28,2019-07-23,0.33,1,267
1252489,Beacon Hill 1-Bed,6824319,Samantha,,Beacon Hill,42.35977,-71.06774,Entire home/apt,207,91,65,2017-08-28,0.68,1,0
1275498,The Upton - Sun-filled Sophisticated Charm,5430185,Laura And Olivia,,South End,42.34294,-71.07304,Entire home/apt,192,2,55,2021-03-23,0.59,7,121
1303261,Historic Beacon Hill,2120816,Larry,,Beacon Hill,42.35714,-71.06968,Entire home/apt,425,91,23,2018-10-25,0.25,1,267
1327725,Modern 2 BR in Brighton with Parking,7205617,Mikhail,,Brighton,42.346,-71.1399,Entire home/apt,101,3,276,2021-04-18,2.92,1,289
1374434,"Authentic Boston, cozy room",255183,,,Roxbury,42.32546,-71.08894,Private room,65,28,41,2020-03-31,0.45,5,137
1374466,"Real Boston, off the beaten track",255183,,,Roxbury,42.32546,-71.08894,Private room,67,28,38,2019-12-31,0.43,5,137
1403408,Big Boston room,255183,,,Roxbury,42.32546,-71.08894,Private room,70,28,19,2020-07-16,0.20,5,136
1425973,Historic brick Victorian row house,1015632,Viktoria,,South End,42.34164,-71.07964,Private room,350,2,25,2019-09-06,0.27,1,89
1445064,Bright Sunlit bedroom near Spaulding/Downtown,4724006,Rosalia,,Charlestown,42.38017,-71.06236,Private room,45,29,107,2021-03-01,1.15,1,264
1454258,Inviting Queen Anne Victorian,7799789,Bruce,,Dorchester,42.30835,-71.04654,Private room,80,29,311,2019-11-05,3.31,3,365
1510876,Room with Sleeper Sofa Bed,7799789,Bruce,,Dorchester,42.30818,-71.04784,Private room,60,29,45,2019-08-09,0.48,3,365
1541166,Beautiful Studio 15 min to Downtown,552418,Vanya,,Charlestown,42.38324,-71.07852,Entire home/apt,109,29,39,2020-01-01,0.42,1,0
1544144,Charming Historic Home in Charlestown,7353037,Nancy And Tom,,Charlestown,42.37243,-71.06349,Entire home/apt,350,3,15,2021-04-11,0.48,1,183
1545185,"Large 1 Bed, Kitchen & Bath w/ Off Street Parking",697401,Nick,,Brighton,42.34873,-71.15693,Entire home/apt,125,1,129,2021-01-30,1.40,3,116
1551205,2 bed/2 bath in the heart of Boston,8261931,Hamed,,Fenway,42.34175,-71.08359,Entire home/apt,415,91,43,2016-10-21,0.47,1,364
1596470,3-story Luxury in Central Location,480310,Michael,,Bay Village,42.34988,-71.06918,Entire home/apt,195,29,140,2021-03-26,1.52,1,63
1596664,"Fort Hill Top - 2Bk Private room,  brick townhouse",8513158,Kevin,,Roxbury,42.3256,-71.09413,Private room,49,30,21,2021-02-20,0.57,5,41
1644031,Large Private bedroom by Seaport,8725557,Brooke,,South Boston,42.33835,-71.0472,Private room,96,1,261,2021-04-17,4.16,1,95
1668313,Room in Rozzie-Twin Bed-Full Bath,8834105,Rebecca,,Roslindale,42.28132,-71.13377,Private room,58,29,37,2020-07-01,0.40,2,309
1677807,"Sunny, welcoming 2 - bedroom condo in Boston",4192881,Julia,,Brighton,42.35103,-71.17252,Entire home/apt,100,3,47,2020-03-08,0.51,1,0
1692573,Urban oasis trendy JP 'hood - suite,8814724,Kelly,,Jamaica Plain,42.31293,-71.11527,Entire home/apt,145,29,213,2020-08-12,2.34,1,364
1721016,Quiet Sunlit Attic Studio,7723912,Fj,,Roslindale,42.28639,-71.13199,Entire home/apt,84,30,7,2017-08-05,0.09,2,364
1724900,Charming sunlit house in Boston,7723912,Fj,,Roslindale,42.28447,-71.13301,Entire home/apt,170,29,44,2020-11-30,0.48,2,364
1732804,king sized bed/ Private room in a spacious condo,9090219,Thomas,,Dorchester,42.29009,-71.05762,Private room,45,1,128,2021-04-03,1.39,1,1
1810172,Room for 2 in Rozzie - Full Bath,8834105,Rebecca,,Roslindale,42.28127,-71.13304,Private room,69,29,38,2020-12-01,0.42,2,365
1810397,3Bed/2.5Bath Luxury Triplex South End's Union Park,9485021,Stacy,,South End,42.34279,-71.0711,Entire home/apt,890,4,43,2021-04-07,0.52,1,364
1815326,Back Bay Elegance in Brighton,9508341,Phyllis,,Brighton,42.3569,-71.1624,Private room,99,29,302,2020-03-07,3.61,1,0
1819994,"RIVERVIEWS-Walk Everywhere! Central, Safe LOCATION",9529655,Suzanne,,Fenway,42.34981,-71.09476,Entire home/apt,265,91,2,2018-05-24,0.03,4,362
1821633,Queen Size Four Poster Bed,7799789,Bruce,,Dorchester,42.30837,-71.0461,Private room,100,29,211,2020-03-07,2.32,3,365
1863443,Perfect location in Fenway - washer/dryer & WIFI,9419684,Churchill,,Fenway,42.34411,-71.1013,Entire home/apt,177,29,6,2017-04-29,0.07,45,184
1881298,Private Apartment- Minutes from T!,1920539,Caitlin & Dan,,Jamaica Plain,42.29867,-71.1131,Entire home/apt,117,1,543,2021-04-06,5.99,1,247
1886037,Beautiful Penthouse in Beacon Hill,1587128,Daniel,,Beacon Hill,42.35985,-71.0717,Entire home/apt,239,91,1,2015-07-24,0.01,1,0
1956275,"Beautiful 3 bd- 1.5 bath with parking, in Boston.",9622924,Emmanuel,,Jamaica Plain,42.3079,-71.12378,Entire home/apt,599,91,105,2019-05-20,1.19,1,50
2000797,"Sea view,balcony,15min by metro to center,safe st",9898255,Jessica,,Dorchester,42.31465,-71.0624,Private room,70,2,143,2019-11-03,1.72,5,365
2014651,One Private Bedroom in J.P.,2155838,Molly,,Jamaica Plain,42.30593,-71.10733,Private room,120,91,38,2019-09-02,0.42,1,365
2014882,1 bedroom and private bathroom,1521296,Yossi,,Brighton,42.34245,-71.15758,Private room,67,3,224,2020-03-15,2.69,2,169
2021483,Spacious Updated 2 Bed Boston Condo w/ Deck,10197317,Shannon,,South Boston,42.3358,-71.04948,Entire home/apt,650,1,8,2020-03-01,0.14,3,364
2021489,Spacious Updated Boston Room/Condo,10197317,Shannon,,South Boston,42.33375,-71.04767,Private room,220,1,85,2019-09-25,1.39,3,329
2108738,Back Bay Studio,10750832,Tom,,Back Bay,42.3504,-71.08891,Entire home/apt,70,91,34,2016-08-14,0.38,1,0
2126053,"Studio, w kitchenette, in owner's Beacon Hill home",10844648,Janet,,Beacon Hill,42.35771,-71.06978,Entire home/apt,165,29,107,2021-04-02,1.25,1,186
2141306,Modern 2Bd1BA in Downtown Boston,5355690,Kyle,,Downtown,42.3559,-71.05998,Entire home/apt,300,91,7,2017-06-18,0.08,1,0
2183058,Historic Boston North End Condo,11132080,Cindy & Mark,,North End,42.36446,-71.05429,Entire home/apt,195,91,169,2019-12-16,1.95,1,279
2183117,I bdrm in Boston/Allston/Brookline,11132354,Alla,,Allston,42.34995,-71.13427,Entire home/apt,125,30,48,2019-08-30,0.63,1,173
2215762,The Upton - Luxe with Historic Allure & Architecture,5430185,Laura And Olivia,,South End,42.34303,-71.07305,Entire home/apt,174,3,32,2021-03-26,0.38,7,137
2262752,"Spacious, Comfortable and Cozy",11554621,Gretjen,,Jamaica Plain,42.30554,-71.10685,Private room,161,31,8,2014-07-02,0.09,2,202
2292495,furnished 1 bed apartment copley #5,9653086,Glenn,,South End,42.34125,-71.07604,Entire home/apt,100,33,72,2021-04-17,0.90,6,267
2372987,Modern South End Pied a Terre | 1BR 1BA,814298,Thatch,,South End,42.33662,-71.0753,Entire home/apt,100,28,88,2020-03-29,1.01,96,45
2378421,Light-filled Private Suite on Beautiful Street,12150111,A And L,,Jamaica Plain,42.31146,-71.11947,Entire home/apt,144,2,133,2021-04-04,1.56,3,144
2395326,* Brownstone Classic South End,12230539,Tim,,South End,42.34568,-71.07169,Entire home/apt,119,29,409,2020-09-20,4.70,1,0
2410846,Sunny Beacon Hill summer rental,3137257,Elyne,,Downtown,42.35702,-71.06168,Entire home/apt,100,91,36,2020-11-25,0.43,1,246
2444202,Beacon Hill apartment - 1 bedroom + office,51637,Susan,,Beacon Hill,42.3596,-71.06555,Entire home/apt,65,91,0,,,2,0
2495047,The Upton - Modern with Downtown Views,5430185,Laura And Olivia,,South End,42.34309,-71.07316,Entire home/apt,178,4,31,2021-02-17,0.39,7,210
2526773,Charming comfort 1 BR / Studio,12165186,Masha,,Brighton,42.34272,-71.15672,Entire home/apt,52,91,15,2020-12-01,0.19,2,165
2583074,Cozy room in a charming villa.,13226301,Mohamed,,Roslindale,42.27909,-71.13597,Private room,40,2,41,2020-10-20,0.50,3,265
2658094,"Beautiful Boston NEnd spacious & Light 2Bd, 1BA-2D",5578043,Dror,,North End,42.36597,-71.05271,Entire home/apt,199,29,145,2020-11-09,1.74,4,251
2672058,"Modern loft, walk to subway",13565868,Christie,,Allston,42.35429,-71.13251,Private room,85,91,12,2016-09-09,0.14,1,0
2701124,Charlesview Suites Back Bay,13822322,Varouj,,Back Bay,42.34492,-71.08482,Entire home/apt,280,29,78,2020-10-17,0.96,1,361
2723274,Lofty Modern 2BD Apt 800 sq ft,8790904,Albert,,Bay Village,42.34868,-71.07043,Entire home/apt,200,29,26,2019-10-27,0.31,1,0
2737853,South End Chic,14008862,Mariel,,South End,42.34278,-71.07005,Entire home/apt,160,91,5,2015-07-06,0.06,1,0
2754975,Perfect Location to Explore Boston,6885890,Jonathan,,Beacon Hill,42.35902,-71.06296,Entire home/apt,150,180,100,2019-08-21,1.20,1,236
2843445,"""Tranquility"" on ""Top of the Hill""",3164508,Marilyn,,Roslindale,42.28278,-71.13878,Private room,85,91,75,2017-12-31,0.89,2,365
2846739,SECOND FLOOR PARLOR ROOM,85770,Robert,,South End,42.34514,-71.07302,Private room,140,29,177,2019-10-31,2.08,4,90
2886933,BEAUTIFUL SINGLE FAMILY VICTORIAN in Hyde Park!,13776857,Katy,,Hyde Park,42.26043,-71.11766,Entire home/apt,249,29,93,2019-11-30,1.11,1,3
2892825,Luxury Sunny Hill Garden Townhouse Suite 1,14785487,Aihua,,Roxbury,42.31018,-71.08543,Entire home/apt,428,28,14,2019-08-31,0.18,4,310
2963419,Garden Oasis #1,15123694,Lucia,,Jamaica Plain,42.31893,-71.11701,Private room,95,91,27,2019-06-27,0.32,1,0
3164650,2bd APT 20min from Downtown Boston,16052189,Jonathan,,Hyde Park,42.23533,-71.13256,Entire home/apt,89,91,33,2021-03-02,0.40,5,304
3193484,Very Short Walk to the Red Line!,16186589,Marie,,Dorchester,42.28814,-71.06889,Private room,40,30,7,2019-09-15,0.10,25,0
3229255,1bd Boston apt - Convenient & quiet,16343599,Ella & Will,,Roslindale,42.28657,-71.13236,Entire home/apt,125,3,117,2020-03-16,1.43,1,109
3294152,"Garden Suite near subway, beach",9898255,Jessica,,Dorchester,42.31281,-71.06098,Entire home/apt,123,2,203,2021-02-14,2.45,5,271
3302294,Back Bay Quiet Renovated Studio Apt,1369968,Christopher,,Back Bay,42.35311,-71.08213,Entire home/apt,175,29,252,2019-08-30,3.02,2,180
3325306,Quiet Southie 2bd Near the Beach and Broadway,10849730,Kara,,South Boston,42.33306,-71.03291,Entire home/apt,65,28,23,2021-03-08,0.28,1,0
3343428,Brownstone Bedroom Park & Garden Views by LMA & T,11228809,Jonathan,,Roxbury,42.32811,-71.09157,Private room,160,2,238,2020-11-30,3.68,5,73
3344322,"Eagle Sea view,15min metro ride to center,safe st!",9898255,Jessica,,Dorchester,42.31311,-71.06232,Private room,70,2,93,2019-11-23,1.13,5,365
3414993,Gorgeous Condo w Huge Patio Back Bay Boston Common,7849580,Ann-Marie,,Downtown,42.35065,-71.0666,Entire home/apt,350,91,0,,,1,0
3441982,New Stylish Modern Studio,13819661,Jen,,Roxbury,42.31907,-71.09252,Entire home/apt,94,7,119,2020-06-30,3.83,1,0
3457722,"Sunlit w/ huge kitchen, parking & easy to downtown",6209951,Jeff And Rachel,,Brighton,42.35564,-71.15746,Entire home/apt,210,3,48,2020-03-17,0.59,1,0
3463914,4th of July Dream Spot!,17452489,Nathaniel,,Back Bay,42.351,-71.08899,Entire home/apt,248,91,27,2016-07-17,0.33,1,0
3493840,"Beautiful, Comfortable and Cozy",11554621,Gretjen,,Jamaica Plain,42.3063,-71.1061,Private room,98,31,7,2020-03-15,0.09,2,232
3520353,Luxury Beacon Hill Apartment 1-BR,6508758,Xerxes,,Beacon Hill,42.35884,-71.06332,Entire home/apt,198,91,251,2020-01-01,3.06,1,255
3521944,"Beautiful, Quiet, and Safe!",17735272,David,,West Roxbury,42.29742,-71.157,Entire home/apt,119,91,4,2014-09-14,0.05,1,0
3539510,The Roseclair w/Central AC! | 3BR 1BA w/En-Suite HdTV's | 2nd Floor near UMass Boston Redline T station!,71783,Lance,,Dorchester,42.32213,-71.06094,Entire home/apt,101,30,31,2019-06-13,0.39,29,220
3544343,Beacon Hill!! Feet Fom State House,17843002,Christian,,Downtown,42.35844,-71.06153,Entire home/apt,100,91,0,,,1,0
3575220,The Artist room in beautiful villa.,13226301,Mohamed,,Roslindale,42.28037,-71.13669,Private room,50,2,26,2021-03-29,0.32,3,331
3602379,"Modern, Spacious 1BR for 4 - Easy Marathon Access!",18150109,Alex,,Roxbury,42.32843,-71.09369,Entire home/apt,167,91,254,2019-11-16,3.19,4,291
3623811,Lux Downtown Boston 1BR Apt w/pool,9419684,Churchill,,Downtown,42.35242,-71.06356,Entire home/apt,188,29,9,2015-02-27,0.11,45,365
3656168,Parking Close 2 Downtown Renovated,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,38,91,6,2018-12-17,0.09,31,365
3677662,Stylish flat near subway/Harvard/BU/BC & Food!,660123,Steffen,,Allston,42.35583,-71.13166,Private room,59,29,53,2020-03-22,0.65,1,357
3705824,Small Rm +walk-in closet Easy to Longwood/Downtown,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,33,91,0,,,31,365
3749523,Grand Colonial in Historic Boston.,3842205,Nicolo,,Charlestown,42.37358,-71.06309,Entire home/apt,165,32,276,2020-11-25,3.38,1,271
3820516,Silk Road Room,128280,Elizabeth,,Charlestown,42.37754,-71.06641,Private room,210,2,2,2015-09-21,0.03,2,202
3890373,Beacon Hill Fabulous One Bedroom Apartment,19357187,Paul,,Beacon Hill,42.35792,-71.06432,Entire home/apt,197,29,237,2020-03-18,2.94,1,157
3930872,2 br @ Harvard Business School,56583,Natalie,,Allston,42.36479,-71.11902,Entire home/apt,119,91,1,2014-09-28,0.01,1,0
3957602,The Hedges: Sunny urban garden home with breakfast,2127414,Katharine (Kit) And Scott,,Jamaica Plain,42.31016,-71.10582,Private room,94,29,128,2020-03-21,1.59,1,0
3965313,Minutes to Boston-Near Beach 69-1,20551003,May,,East Boston,42.38679,-71.00271,Private room,42,91,91,2019-11-11,1.82,1,90
3968797,Sunny bedroom in large quiet house,4762495,Jennifer,,Roslindale,42.28969,-71.13183,Private room,85,30,56,2020-09-02,0.76,2,233
4000384,Sunlit room with private bath,10910804,Evelyn,,Jamaica Plain,42.31826,-71.09956,Private room,90,29,181,2020-03-01,2.24,1,90
4085362,"""Room with a View""  from ""Top of the Hill""",3164508,Marilyn,,Roslindale,42.28289,-71.14078,Private room,85,91,26,2017-09-30,0.33,2,0
4089940,"North End, 1 Bed Apt w/ office, Boston",20857768,Compass,,North End,42.36722,-71.05266,Entire home/apt,111,14,57,2021-03-21,0.72,6,20
4090224,Sanitized Modern 3BD private home-near BCEC,17783651,Tiffany,,South Boston,42.3357,-71.05395,Entire home/apt,193,1,610,2021-04-19,7.66,1,284
4105704,Sunny Private Studio Aptmt,21299112,Helen,,Jamaica Plain,42.30385,-71.1151,Entire home/apt,125,29,256,2020-12-12,3.22,1,6
4148586,Back Bay Charmer,3588191,Kelly,,Back Bay,42.35491,-71.07463,Entire home/apt,225,91,15,2015-10-27,0.20,1,0
4150640,Luxury Studio Apt in North End,20857768,Compass,,North End,42.36684,-71.0529,Entire home/apt,111,9,24,2021-02-28,0.30,6,34
4233242,Quiet Artist's Retreat,197327,Melissa,,Jamaica Plain,42.31246,-71.10793,Private room,98,29,39,2020-02-03,0.49,2,325
