id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
165952,"Two Bedroom, One Bathroom Apartment",791089,Conrad,,Lake View,41.94222,-87.67193,Entire home/apt,198,3,60,2019-10-21,0.51,4,355
166667,Cozy Garden Studio,791089,Conrad,,Lake View,41.94217,-87.67182,Entire home/apt,125,3,88,2019-10-19,0.74,4,365
166706,"Three Bedroom, Two Bathroom Combo Apartment",791089,Conrad,,Lake View,41.9429,-87.67163,Entire home/apt,280,3,22,2019-06-03,0.19,4,365
175511,1BR/1BA Suite in Chicago (3709-G1),837429,Petru,,Albany Park,41.96213,-87.72002,Entire home/apt,59,28,33,2019-12-16,0.28,2,35
189821,"Best in Chicago, private, amazing garden space",899757,Meighan,,Logan Square,41.92918,-87.70219,Entire home/apt,172,3,526,2021-03-29,4.50,1,87
198135,Darling Damen Dwelling (with bike if you like),85708,Sarah,,North Center,41.95888,-87.67776,Private room,35,3,176,2020-11-27,1.54,1,77
207218,Historic Pullman Artist Flat - Artists & Explorers,1019125,Jb,,Pullman,41.68843,-87.60712,Entire home/apt,90,2,272,2021-04-18,2.32,2,264
207351,Pullman Art Studio - One Person - Monthly Rental,1019125,Jb,,Pullman,41.68954,-87.60786,Entire home/apt,40,30,40,2021-02-22,0.34,2,139
225314,Cozy & comfy with AC close to California Blue Line,1173654,Jillian,,Logan Square,41.92589,-87.69737,Private room,79,2,20,2019-10-14,0.19,1,358
230836,Huge Bedroom with pvt marble bath,1185573,Graz Anton,,Uptown,41.96313,-87.66235,Private room,125,365,4,2013-06-13,0.04,3,365
250354,Close to Michigan Ave and parks,1311953,Ronald,,Near South Side,41.85923,-87.62198,Entire home/apt,170,180,39,2018-04-25,0.34,1,359
258253,Studio Apartment Unit 4,1358243,June,,West Ridge,42.0076,-87.6825,Entire home/apt,48,32,22,2020-12-31,0.19,1,244
261509,You'll love Chicago! Guaranteed!,858008,Kassie,,Near North Side,41.90212,-87.63557,Entire home/apt,119,32,62,2018-11-20,0.56,1,300
264547,Steps From the Best Chicago Offers,1387948,Dominic,,Near West Side,41.88413,-87.64315,Entire home/apt,204,10,65,2019-08-11,0.60,1,362
267646,Logan Square Classic Bungalow,1313038,Mark,,Logan Square,41.92666,-87.70601,Private room,103,2,139,2019-10-20,1.22,1,363
275496,Downtown 3BR/2BA Loft & Amazing River View,1142145,Jim,,Near West Side,41.88567,-87.64052,Entire home/apt,156,360,10,2014-11-08,0.12,1,364
289689,"30 Day+ Med student, interns & interim stays.",1376077,Killian,,Edgewater,41.97806,-87.65676,Private room,35,30,62,2021-01-31,0.55,1,166
289884,"Your Own Sunny, Quiet Home with Parking & Laundry",1500490,Hailey,,Logan Square,41.92063,-87.68353,Entire home/apt,189,1,81,2019-10-28,0.75,2,0
290155,15 Minutes to Everything.  Skyline View. Quiet.,1505878,Bob,,Bridgeport,41.82712,-87.64046,Entire home/apt,130,3,50,2020-03-17,0.44,2,0
312192,Winter Specials. You'll love this apartment.,1505878,Bob,,Bridgeport,41.82741,-87.63934,Entire home/apt,146,4,39,2020-03-15,0.50,2,0
345075,"Spacious, Vintage Hyde Park Apt.",1746524,Patricia,,Kenwood,41.80774,-87.59459,Private room,85,2,232,2019-10-29,2.10,1,330
350347,"Urban Chicago Loft, 1 blk to train w/ 2 pkg spots",845242,Jay & Elisa,,Lake View,41.94107,-87.65492,Entire home/apt,134,3,550,2021-04-19,4.94,1,0
372929,Lux Urban 3BR/3BA Duplex + Parking!,1876597,The Adventurers,,West Town,41.89629,-87.65704,Entire home/apt,232,2,222,2021-04-11,2.16,2,333
404792,Eclectic West Town 2BR w/ Vintage Charm,1844352,Christine,,West Town,41.88947,-87.66933,Entire home/apt,105,5,190,2021-03-12,1.77,1,46
450648,Luxury Space - Come & Relax,2204693,Dl,,Loop,41.86765,-87.62271,Private room,119,3,38,2018-06-21,0.35,1,0
464581,"Large, Private Logan Square Studio",2308792,Jonathan,,Logan Square,41.92518,-87.69549,Entire home/apt,48,2,643,2021-03-03,6.09,1,0
507517,Private Lincoln Square Garden Apt,2501182,Nate,,Lincoln Square,41.96678,-87.6973,Entire home/apt,98,2,293,2021-04-07,2.74,1,135
537419,Groovy on the Lake  private bd/bth,919011,Jacqueline,,Lake View,41.94132,-87.64081,Private room,130,1,28,2015-10-20,0.26,2,365
542067,Logan Square Modern Vintage Garden,2273840,Sarah,,Logan Square,41.93142,-87.69989,Entire home/apt,132,3,260,2019-12-29,2.42,1,276
544261,Chicago Lakefront Sailing Yacht,2189245,Daniel,,Near South Side,41.85475,-87.61432,Entire home/apt,495,2,28,2015-07-16,0.26,1,365
548905,Home Away From Home,2698691,Leo,,Grand Boulevard,41.82295,-87.6156,Entire home/apt,89,2,228,2021-03-23,2.17,1,363
573540,Drop-dead fab on the Lake  2bd/2bth,919011,Jacqueline,,Lake View,41.94244,-87.63893,Entire home/apt,490,1,35,2015-09-21,0.33,2,365
584590,"Spacious Bedroom, steps to El train",2880338,Elizabeth,,Lincoln Square,41.96528,-87.6831,Private room,75,2,44,2020-10-06,0.41,2,138
585353,Great neighborhood! Price Drop *,2885441,Tracy,,West Town,41.88986,-87.66039,Private room,57,1,127,2020-01-20,1.19,6,365
585356,"Price Drop! Great Deal, Great area!",2885441,Tracy,,West Town,41.89001,-87.66069,Private room,78,1,143,2020-03-08,1.35,6,365
589939,"Recent Price Drop, awesome area!",2885441,Tracy,,West Town,41.89171,-87.66237,Shared room,69,1,66,2020-02-17,0.62,6,364
611839,"Stylish, comfortable room in nice Duplex",3034693,Daniela,,North Center,41.9333,-87.67768,Private room,43,7,161,2020-04-30,1.69,1,0
628149,Great for Students! Affordability+Location,2885441,Tracy,,West Town,41.89134,-87.66254,Private room,40,1,96,2020-09-01,0.91,6,241
634310,The Stained Glass Apt. Edgewater #1,2915265,Felice,,Edgewater,41.99688,-87.66449,Private room,66,2,83,2020-11-21,0.79,2,322
640841,Designer Lakeview Haven. Private Rooftop Oasis!,3200044,James,,Lake View,41.94256,-87.67171,Entire home/apt,200,7,57,2021-02-22,1.64,1,0
642065,3 Bedroom Apartment in Historic Wicker Park Home,81779,Laura,,West Town,41.90765,-87.67323,Private room,935,2,40,2020-08-13,0.45,10,0
651742,Edgebrook Lg bdr by golf course,2824576,Jeff,,Forest Glen,41.99178,-87.75747,Private room,55,3,68,2021-04-20,0.68,2,335
662034,Edgebrook bdr by golf course,2824576,Jeff,,Forest Glen,41.99405,-87.75746,Private room,50,3,66,2020-02-15,0.71,2,276
681842,Bedrm/Bath - Swanky Northside Condo.,3472696,Roxane,,West Ridge,41.99373,-87.68279,Private room,50,3,26,2019-10-16,0.27,1,358
697634,"2 BD Condo by downtown,park,lake",3574415,Marv,,Near North Side,41.90437,-87.6335,Entire home/apt,85,30,150,2020-12-17,1.58,2,216
724895,Close to Chicago music Fest! (Students discount),2885441,Tracy,,West Town,41.88999,-87.66227,Private room,39,1,131,2020-07-02,1.27,6,356
726376,"Spacious Studio, Amazing Location!",2658212,James,,Lake View,41.93903,-87.65196,Entire home/apt,108,2,627,2021-04-02,6.07,4,7
727847,Palmer Treehouse - Bedroom 2,62150,Anne,,Logan Square,41.92278,-87.70422,Private room,70,2,73,2019-10-22,0.71,3,365
731232,Logan Square-Chicago Prime Location-Longer Stays,3804977,Paul And Nancy,,Logan Square,41.92595,-87.69762,Entire home/apt,141,2,134,2020-03-03,1.30,1,257
739495,Lovely 2 bedroom in Lincoln Square,3867687,Janet,,Lincoln Square,41.9765,-87.68144,Entire home/apt,84,28,186,2020-03-12,1.97,1,105
753809,LUXURY LOOP w/Balcony GYM & SPA by Millennium Park,3965428,Rob,,Loop,41.88604,-87.61568,Entire home/apt,130,31,13,2015-08-15,0.13,79,365
755701,3 Bedroom Victorian Beauty at Logan Square,3920450,Vas,,Logan Square,41.93115,-87.71836,Entire home/apt,85,30,21,2021-02-06,0.22,3,232
764856,Stunning Downtown Artist Loft (West Loop),2619611,Andrew,,Near West Side,41.88676,-87.64935,Entire home/apt,150,2,263,2021-04-04,2.57,2,88
773127,Comfy Room & Bike in Roscoe Village,4009750,Matt,,North Center,41.94802,-87.68335,Private room,78,2,128,2017-06-04,1.25,2,0
780063,Room 02: Home away from home!,4113527,Candy,,Austin,41.90518,-87.79654,Private room,43,1,73,2021-03-08,0.77,3,365
789429,Guest bedroom with private bath,1185573,Graz Anton,,Uptown,41.96198,-87.66183,Private room,99,365,0,,,3,365
790016,Italian style in elegant apartment,1185573,Graz Anton,,Uptown,41.96209,-87.66319,Entire home/apt,299,365,16,2013-08-18,0.16,3,365
790934,04. Pullout sofa bed in common room,2907254,Joe,,West Ridge,42.01653,-87.68788,Shared room,121,1,139,2020-02-03,1.36,18,180
802613,"Your Own Home, 2-Bath with Laundry and Parking!",1500490,Hailey,,Logan Square,41.92107,-87.68279,Entire home/apt,204,1,56,2019-11-02,0.55,2,323
805394,Room 04: Home awsy from  home!,4113527,Candy,,Austin,41.9052,-87.79857,Private room,60,2,19,2018-10-28,0.20,3,365
805890,Room 03: Home away from home!,4113527,Candy,,Austin,41.90537,-87.79637,Private room,60,1,19,2020-09-29,0.21,3,365
824518,"Cozy, Beautiful & Vintage Drenched",2655877,Bret,,West Town,41.9024,-87.67657,Entire home/apt,95,28,87,2019-04-03,0.87,1,173
841024,Lux 2bd 2bt Lakeview-Wrigleyville,1254363,Mark,,Lake View,41.94382,-87.64656,Entire home/apt,239,32,15,2017-03-19,0.16,3,365
863120,Cozy Private Room in a unique Chicago Penthouse,4525503,Nejla Yatkin And Enki,,Lincoln Park,41.92218,-87.66079,Private room,85,2,98,2020-03-29,1.04,2,198
872247,Modern and Spacious,3217184,Priti,,Lower West Side,41.85954,-87.65423,Entire home/apt,125,7,165,2021-02-22,1.70,2,26
887038,MCM Prime LincolnPark 2 Bed 1 Block to Fullerton L,101521,Red,,Lincoln Park,41.92546,-87.6573,Entire home/apt,84,32,36,2017-05-26,0.37,3,222
903996,Private Entrance/Steam Room Ensuite,4019426,Colleen,,Logan Square,41.92708,-87.71212,Private room,110,2,145,2020-03-19,1.52,1,233
929914,Charming apartment in Old Town,5007980,Lynn,,Lincoln Park,41.91215,-87.64006,Entire home/apt,115,2,320,2021-04-05,3.26,1,160
931105,Modern Guest Bedroom Room in Designers House,5015135,Samantha,,East Garfield Park,41.88538,-87.69801,Private room,101,3,23,2018-11-02,0.24,1,362
949514,Modern Loft-Style Pad in Wicker!,5148353,Steven,,West Town,41.9055,-87.66685,Private room,50,3,133,2020-03-02,1.34,1,0
960326,Stay in a Designer Penthouse with Art Gallery,5228189,,,West Town,41.89602,-87.65659,Entire home/apt,166,1,304,2021-04-12,3.17,16,332
979841,"Huge Victorian near Loyola, Lake #1",5076708,Lois And Eduardo,,Rogers Park,42.00588,-87.66853,Private room,79,2,207,2020-03-15,2.12,4,345
979926,"Huge Victorian near Loyola, Lake #2",5076708,Lois And Eduardo,,Rogers Park,42.00477,-87.66842,Private room,69,2,240,2020-02-16,2.48,4,337
979942,"Huge Victorian near Loyola, Lake #3",5076708,Lois And Eduardo,,Rogers Park,42.00378,-87.66807,Private room,69,2,233,2020-02-23,2.38,4,341
983640,Huge Victorian near Loyola 2bd Apt,5076708,Lois And Eduardo,,Rogers Park,42.00456,-87.67058,Entire home/apt,169,2,176,2020-02-17,1.83,4,331
1020810,Beautiful Condo in Chicago,3843347,Andrea,,Near North Side,41.89395,-87.62593,Entire home/apt,148,30,30,2020-04-06,0.31,3,262
1027405,Chicago Women's Residence/ Paris Rm,5654677,Urban Art,,North Lawndale,41.85428,-87.70852,Private room,45,2,6,2016-07-31,0.08,4,88
1027463,Chicago Women's ResidenceFlorenceRm,5654677,Urban Art,,North Lawndale,41.8544,-87.70852,Private room,45,2,10,2019-10-24,0.15,4,89
1027741,Chicago Women's Residence Midler Rm,5654677,Urban Art,,North Lawndale,41.85454,-87.70802,Private room,45,2,5,2019-10-13,0.16,4,88
1056430,Charming space in Boystown/Lakeview,5830215,Albert And Antonio,,Lake View,41.94249,-87.65117,Private room,79,2,320,2020-03-15,3.28,1,274
1083987,MODERN LOFT Downtown by McCormick w/KING BED WiFi,3965428,Rob,,Near South Side,41.85395,-87.62468,Entire home/apt,100,25,22,2020-08-03,0.23,79,324
1096191,Studio at the Lake,6023157,Nataliya,,Uptown,41.97271,-87.65236,Entire home/apt,49,30,48,2020-12-09,0.50,1,1
1171860,"Lincoln Park Studio, Great Value!",2658212,James,,Lincoln Park,41.92655,-87.64226,Entire home/apt,99,4,544,2021-03-03,5.73,4,34
1183249,"Boystown Studio, Outstanding Value!",2658212,James,,Lake View,41.94139,-87.64346,Entire home/apt,76,2,507,2021-04-14,5.28,4,5
1185749,3 Bedroom Charming Vintage Hideaway,1664593,Matt & Christy,,Near West Side,41.87096,-87.68338,Entire home/apt,111,30,316,2021-01-09,3.29,1,0
1195259,Wicker Park - Garden At The Heart of It All,2899484,Jason,,West Town,41.90914,-87.67859,Entire home/apt,128,4,182,2020-10-03,1.90,2,271
1225964,Chicago 10 Minutes to MAG MILE!,6687262,Sharon,,Lake View,41.93799,-87.64178,Private room,70,2,9,2014-05-05,0.10,3,358
1242709,Beautiful/Large SE Evanston Apt,1254363,Mark,,Rogers Park,42.01938,-87.67985,Entire home/apt,149,2,14,2019-10-20,0.19,3,365
1249397,Spacious 3BD Home in Ravenswood,6808293,Jon,,Uptown,41.97204,-87.67412,Entire home/apt,130,1,11,2019-11-30,0.12,2,20
1278457,Jumbo 4br in the Wicker/Ukranian,370619,Drew,,West Town,41.9026,-87.68049,Entire home/apt,225,5,22,2018-01-04,0.24,1,6
1304049,Private room near UIC Medical Dist.,7089017,Sharon,,Near West Side,41.86967,-87.68284,Private room,103,1,103,2019-10-23,1.11,1,365
1321332,Lincoln Park Single Family Home,946954,Jeff,,Lincoln Park,41.93089,-87.66946,Entire home/apt,272,2,79,2021-03-30,0.86,1,284
1325769,"Historic walk-up, safe area, close to everything!",7195599,Kelly,,Lincoln Park,41.91294,-87.63665,Entire home/apt,120,1,24,2021-04-10,0.25,1,6
1356190,Logan Square Vintage Deluxe Private Suite & Bath,3069675,Gabrielle,,Logan Square,41.91984,-87.68962,Private room,70,3,314,2021-04-04,3.39,1,246
1361421,Wrigley Hostel - Queen Bed Room,7391164,Wrigley Hostel,,Lake View,41.9459,-87.65461,Private room,93,1,41,2020-11-29,0.47,6,257
1392594,"Bright open house, garden & deck",7528098,Eileen,,Uptown,41.96909,-87.67407,Entire home/apt,175,3,24,2019-09-16,0.26,1,228
1428024,Cozy room in Charming Apartment,4509503,Jessica,,West Town,41.91198,-87.68908,Private room,43,2,87,2020-11-13,0.95,1,0
1461451,02b. Twin bed in Coed Space,2907254,Joe,,West Ridge,42.01653,-87.68788,Shared room,31,1,160,2021-03-23,1.70,18,179
1475647,01b. Twin bed in Shared Foster Cat Room,2907254,Joe,,West Ridge,42.01653,-87.68788,Shared room,31,1,99,2020-08-30,1.05,18,0
1502674,The Biddle House (#2),33004,At Home Inn,,Lincoln Park,41.91175,-87.63834,Entire home/apt,175,4,42,2021-02-21,0.45,11,85
1502700,The Biddle House (WHOLE HOUSE),33004,At Home Inn,,Lincoln Park,41.91184,-87.63963,Entire home/apt,401,4,16,2019-09-02,0.19,11,277
1516154,Best Location Millennium Park Extended Stay POOL,3965428,Rob,,Loop,41.88599,-87.61782,Entire home/apt,80,31,18,2015-08-16,0.19,79,1
1541692,Private room in Chicago,8217410,Aisha & Antonio,,Oakland,41.82777,-87.60669,Private room,55,3,94,2019-11-21,1.13,1,0
1554433,Charming Home in Chicago,6088938,Eric,,Beverly,41.71554,-87.67197,Private room,49,2,166,2020-09-07,1.79,1,0
1573401,Spacious & serene in hip spot. Sleeps 4.,8186262,April,,Lower West Side,41.85592,-87.66249,Private room,30,2,187,2020-03-29,4.71,2,29
1584422,"Magic Factory, Chef kitchen, art, dine, relax 3bdr",2810938,Carole,,Near North Side,41.90532,-87.64761,Entire home/apt,281,3,28,2021-02-14,0.30,3,16
1584509,The Historic Florsheim Mansion,8442094,Russ,,Near North Side,41.90609,-87.62999,Entire home/apt,542,2,66,2021-03-28,0.75,1,285
1587078,Gorgeous Apartment in Bucktown,4908881,Irena & Martin,,Logan Square,41.91529,-87.68473,Entire home/apt,149,2,293,2020-03-16,3.15,5,112
1591370,Private Northside Chicago Apt Near Beach & Transit,8489460,Holly + Mark,,Rogers Park,42.01177,-87.67758,Entire home/apt,104,2,108,2021-04-10,1.17,1,344
1614802,Lincoln Park/De Paul area.,8595700,Carin,,Lake View,41.93455,-87.66141,Private room,64,4,275,2020-10-23,3.22,1,276
1620098,Bedroom in Lincoln Park apartment.,8619275,Leszek,,Lincoln Park,41.92817,-87.64282,Private room,43,1,11,2016-09-24,0.12,1,78
1623463,East Pilsen,8463536,Maximiliano,,Lower West Side,41.85922,-87.64592,Entire home/apt,103,2,40,2020-03-01,0.83,1,35
1641601,Private Nook in Leafy Andersonville,8626951,CC & Tun,,Uptown,41.97136,-87.67069,Private room,70,4,275,2020-03-14,2.97,2,325
1648786,Quiet Rooms2 in Quiet Neighborhood,1426804,Afri,,Chatham,41.72706,-87.61164,Private room,42,2,84,2020-03-14,0.91,1,1
1656336,Park Views-Walk to Orange Line(MDW),8781008,Jenny,,Mckinley Park,41.82722,-87.67601,Entire home/apt,75,3,277,2021-04-18,3.08,2,339
1663673,iKlektik House // Cardinal,8813383,Mindy + Tony,,West Town,41.89322,-87.68572,Entire home/apt,106,2,329,2021-03-31,3.72,3,65
1664842,Chic 1 BR apt in Historic Edgewater,8818844,Ryan,,Edgewater,41.98637,-87.65707,Entire home/apt,57,90,11,2016-12-27,0.13,1,248
1668481,Cozy 2BR Apt - Humboldt Park,531832,Evan,,West Town,41.89678,-87.6971,Entire home/apt,86,30,114,2021-03-02,1.75,1,4
1672647,Victorian greystone near Loyola U!,2707385,Caitlin & Lisa,,Edgewater,41.99734,-87.67227,Entire home/apt,125,3,234,2021-01-02,2.54,1,99
1678422,Room in Penthouse in Lakeview,8852597,Hector,,Lake View,41.93512,-87.65749,Private room,75,2,28,2019-10-01,0.31,7,89
1721045,*Recent Price Drop! Superb location!,2885441,Tracy,,West Town,41.89103,-87.66243,Private room,71,1,96,2020-08-03,1.05,6,365
1732652,LUX Condo Downtown BEST LOCATION ON MAG MILE AVE,3965428,Rob,,Near North Side,41.89269,-87.62227,Entire home/apt,153,32,7,2014-09-08,0.08,79,365
1746734,Spacious Stylish One Bedroom Apt In HydePark,9192868,Rebecca,,Hyde Park,41.79937,-87.59441,Entire home/apt,69,2,348,2021-03-28,3.81,1,13
1755737,"Lake View 2BR/2Bath w/ Pool, Gym. Annual lease.",9233414,,,Lake View,41.93987,-87.63905,Entire home/apt,155,365,0,,,1,364
1759266,Lakeview / Lincoln Park Vintage,9249272,Mark,,Lake View,41.93396,-87.65897,Entire home/apt,140,2,37,2021-04-11,0.45,1,278
1759389,Casa Corazón (W) near Rush / UIC,1559157,Amanda,,Lower West Side,41.84801,-87.68127,Private room,70,2,120,2020-03-31,1.31,3,358
1769731,1 Bedroom Across from Wrigley Field MVP Suite,9297431,Inn At Wrigleyville,,Lake View,41.94747,-87.65417,Entire home/apt,279,1,0,,,6,164
1772920,3 Bedroom Across from Wrigley Field AllStar Suite,9297431,Inn At Wrigleyville,,Lake View,41.94842,-87.65307,Entire home/apt,379,1,2,2015-02-03,0.02,6,159
1773021,4 Bedroom Across from Wrigley Field Stadium Suite,9297431,Inn At Wrigleyville,,Lake View,41.94774,-87.65421,Entire home/apt,479,1,1,2021-04-18,1,6,147
1773025,4 Bedroom Across from Wrigley Field Legend Suite,9297431,Inn At Wrigleyville,,Lake View,41.9475,-87.6542,Entire home/apt,479,1,1,2021-04-18,1,6,155
1778910,South Loop Cozy 2BdRm parking&WiFi&NetFlix,9339313,Leon,,Lower West Side,41.85674,-87.65349,Entire home/apt,59,1,480,2020-06-16,5.71,12,0
1810118,LARGE Private 1BR/Full Bath near U of Chicago,9483312,Ryan,,Woodlawn,41.77738,-87.60041,Private room,59,5,330,2020-08-06,3.78,1,88
1837153,Musician's Quarters,9601147,Chester,,Hyde Park,41.79989,-87.59432,Entire home/apt,102,3,47,2020-09-26,0.53,1,310
1852665,BIG LOFT Location RIVER WEST Brick,3965428,Rob,,Near West Side,41.88593,-87.64885,Entire home/apt,140,60,0,,,79,365
1854000,Elegant Lakefront Near Wrigley Field Lake Michigan,9471604,James,,Lincoln Park,41.93264,-87.64311,Entire home/apt,182,1,154,2020-09-20,1.73,1,327
1917311,Luxury Home South Loop,4547638,Rochelle,,Loop,41.86961,-87.62834,Entire home/apt,229,3,23,2018-06-04,0.26,1,0
1921670,The Hideout,9959757,Jedidiah,,Avondale,41.94663,-87.70783,Entire home/apt,51,2,253,2021-04-10,3.36,4,287
1944802,High Floor South Loop GYM POOL,3965428,Rob,,Near South Side,41.85487,-87.62024,Entire home/apt,200,60,14,2016-10-15,0.17,79,365
1954633,Lincoln Park/DePaul  - Private room & bathroom,3217364,Mary Kay,,Lincoln Park,41.9308,-87.65844,Private room,97,1,183,2020-09-06,2.16,1,137
1960332,Admire Colorful Art at an Eclectic Wrigleyville Home,10129776,Teri,,Lake View,41.94432,-87.65988,Entire home/apt,519,3,14,2021-01-17,0.41,6,260
1964520,Month to Month Your Home Away from Home,10129776,Teri,,Lake View,41.94993,-87.66173,Entire home/apt,411,3,38,2021-04-05,0.78,6,329
1965410,Wrigleyville Gem-Eclectic Artsy Style You'll Love!,10129776,Teri,,Lake View,41.94943,-87.66129,Entire home/apt,347,2,38,2021-03-31,0.64,6,280
1984545,Mansion in Bronzeville,4010906,Bobbie,,Grand Boulevard,41.81961,-87.61324,Entire home/apt,1086,27,4,2017-06-06,0.06,8,1
1989590,Cozy bedroom in spacious apartment,10260239,Laura And Joel,,Logan Square,41.91459,-87.69211,Private room,45,3,202,2021-02-15,2.29,1,96
2011301,Bucktown - Great Northside Location,5166793,Carrie & Brad,,Logan Square,41.92118,-87.68678,Private room,58,1,200,2021-04-19,2.23,2,0
2012443,Great space in hip neighborhood!,7245979,Jason,,West Town,41.89278,-87.66131,Private room,36,3,188,2020-03-18,2.26,1,172
2051690,Extra Bedroom with private entrance,10514167,Mona,,West Ridge,41.99008,-87.69325,Private room,50,30,25,2021-04-04,0.29,2,0
2062638,Downtown Urban Oasis 3BR + Huge Deck & Parking!,1876597,The Adventurers,,West Town,41.89821,-87.6572,Entire home/apt,194,2,152,2021-03-24,1.71,2,342
2139407,Urban Farm Fun!  Walk to Metra/CTA,10917550,Nicky,,Humboldt Park,41.88849,-87.70648,Entire home/apt,73,1,437,2021-04-18,4.94,4,311
2163634,Bright Spacious 2 BR,223896,Stephanie,,Norwood Park,41.9946,-87.78095,Entire home/apt,95,1,173,2020-03-23,2.06,1,230
2189522,Casa Corazón (E) near Rush / UIC,1559157,Amanda,,Lower West Side,41.84828,-87.68021,Private room,70,2,139,2020-02-16,1.62,3,361
2227179,Ukrainian Village Apartment,11365636,Christiane & Anders,,West Town,41.9013,-87.67788,Entire home/apt,100,5,46,2019-10-14,0.53,1,38
2261568,Unique 3Bedroom Penthouse,4525503,Nejla Yatkin And Enki,,Lincoln Park,41.91926,-87.6603,Entire home/apt,140,365,2,2014-08-02,0.02,2,230
2298310,"Hyde Park / Kenwood, U of Chicago. Free bike.",1385332,Patt,,Kenwood,41.80239,-87.60244,Private room,38,14,22,2021-03-28,0.26,12,169
2305194,Wrigley Hostel - 4 Bed Private Room,7391164,Wrigley Hostel,,Lake View,41.94594,-87.65431,Private room,125,1,55,2020-11-05,0.65,6,256
2305230,Wrigley Hostel - 10 Bed Shared Room,7391164,Wrigley Hostel,,Lake View,41.94594,-87.65431,Shared room,34,1,310,2020-03-12,4.01,6,257
2320027,Carriage House in Wicker Park,11848299,Anton,,West Town,41.90798,-87.68158,Entire home/apt,114,2,158,2019-09-16,1.81,1,0
2396340,"Unique, Handcrafted Art Gallery Condo in River West Chicago",5228189,,,West Town,41.89634,-87.65608,Entire home/apt,166,1,394,2021-04-08,4.55,16,333
2429295,Old school Chicago apartment,12416635,David,,Near West Side,41.86843,-87.68646,Private room,81,1,51,2020-03-23,0.60,3,140
2437230,City Hideaway,7000138,Brock & Kim,,North Center,41.94272,-87.68409,Entire home/apt,500,1,80,2019-10-14,0.96,1,180
2453598,FULTON/RIVER NORTH MODERN LUXURY STUDIO,3965428,Rob,,Near West Side,41.88786,-87.64321,Entire home/apt,150,60,7,2018-05-29,0.08,79,365
